Class;fClass;A00Amount;A00Amount100;A01Duration;A02Age;A03IRP;A04ResDur;A05NumExCred;A06NumPeopMaint;A07Teleph;A08FrgnWork;A09CheckAccStat;A10History;A11Purpose;A12Savings;A13EmployDurat;A14Personal;A15Gender;A16OtherDebtGuar;A17Property;A18OtherInstallPlan;A19Housing;A20Job;fA07Teleph;fA08FrgnWork;fA09CheckAccStat;fA10History;fA11Purpose;fA12Savings;fA13EmployDurat;fA14Personal;fA15Gender;fA16OtherDebtGuar;fA17Property;fA18OtherInstallPlan;fA19Housing;fA20Job;Training
0;Good;727;7,27;10;46;4;4;1;1;1;1;0;2;6;2;4;2;1;0;3;2;2;2;Yes;Yes;No;existing credits paid back duly till now;education;[500,1000);>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
1;Bad;1246;12,46;24;23;4;2;1;1;0;1;2;2;0;0;1;2;1;0;0;1;1;1;No;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;<1;male: single;male;none;real estate;stores;own;unskilled, resident;0
0;Good;2331;23,31;12;49;1;4;1;1;1;1;0;4;3;4;4;2;1;1;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;>=7;male: single;male;co-applicant;real estate;none;own;skilled employee/official;1
1;Bad;4463;44,63;36;26;4;2;2;1;1;1;0;3;3;0;2;2;1;0;2;2;1;3;Yes;Yes;No;delay in paying off in the past;radio/TV;<100;[1,4);male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;776;7,76;12;28;4;2;1;1;0;1;0;2;3;0;2;3;1;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;<100;[1,4);male: married/widowed;male;none;real estate;none;own;skilled employee/official;0
1;Bad;2406;24,06;30;23;4;4;1;1;0;1;1;2;2;0;3;0;0;0;0;2;0;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[4,7);female;female;none;real estate;none;rent;skilled employee/official;0
0;Good;1239;12,39;18;61;4;4;1;1;0;1;2;2;6;4;2;2;1;0;3;2;2;2;No;Yes;[0, 200);existing credits paid back duly till now;education;unknown/no savings account;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;3399;33,99;12;37;2;3;1;1;0;1;3;2;3;4;4;2;1;0;2;2;1;3;No;Yes;>=200;existing credits paid back duly till now;radio/TV;unknown/no savings account;>=7;male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;2247;22,47;12;36;2;2;2;1;1;1;3;3;0;0;2;0;0;0;2;1;1;2;Yes;Yes;>=200;delay in paying off in the past;car (new);<100;[1,4);female;female;none;car or other;stores;own;skilled employee/official;0
0;Good;1766;17,66;6;21;1;2;1;1;0;1;0;2;2;0;2;3;1;0;1;2;0;2;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: married/widowed;male;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
1;Bad;2473;24,73;18;25;4;1;1;1;0;1;1;2;2;0;0;2;1;0;2;2;1;0;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;unemployed;male: single;male;none;car or other;none;own;unemployed/unskilled, non-resident;0
0;Good;1542;15,42;12;36;2;4;1;1;1;1;0;2;8;0;3;2;1;0;2;2;1;2;Yes;Yes;No;existing credits paid back duly till now;business;<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;3850;38,5;18;27;3;1;2;1;0;1;0;4;1;0;3;2;1;0;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);car (used);<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;3650;36,5;18;22;1;4;1;1;0;1;1;2;2;0;1;0;0;0;2;2;0;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;<1;female;female;none;car or other;none;rent;skilled employee/official;1
1;Bad;3446;34,46;36;42;4;2;1;2;0;1;1;2;2;0;4;2;1;0;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;3001;30,01;18;40;2;4;1;1;0;1;2;2;2;0;3;0;0;0;0;2;0;2;No;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;<100;[4,7);female;female;none;real estate;none;rent;skilled employee/official;1
0;Good;3079;30,79;36;36;4;4;1;1;0;1;0;2;0;4;2;2;1;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);male: single;male;none;real estate;none;own;skilled employee/official;0
0;Good;6070;60,7;18;33;3;4;2;1;1;1;0;4;3;0;4;2;1;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;2146;21,46;10;23;1;3;2;1;0;1;0;4;2;0;1;0;0;0;0;2;0;2;No;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;<1;female;female;none;real estate;none;rent;skilled employee/official;1
0;Good;13756;137,56;60;63;2;4;1;1;1;1;0;4;0;4;4;2;1;0;3;0;2;3;Yes;Yes;No;critical account/other credits existing (not at this bank);car (new);unknown/no savings account;>=7;male: single;male;none;unknown/no property;bank;for free;management/self-employed/highly qualified employee/officer;1
1;Bad;14782;147,82;60;60;3;4;2;1;1;1;2;1;9;1;4;0;0;0;3;0;2;3;Yes;Yes;[0, 200);all credits at this bank paid back duly;others;[100,500);>=7;female;female;none;unknown/no property;bank;for free;management/self-employed/highly qualified employee/officer;0
1;Bad;7685;76,85;48;37;2;4;1;1;0;1;1;1;8;0;3;0;0;2;2;2;0;2;No;Yes;<0;all credits at this bank paid back duly;business;<100;[4,7);female;female;guarantor;car or other;none;rent;skilled employee/official;1
0;Good;2320;23,2;18;34;2;3;2;1;0;1;0;3;3;0;0;3;1;0;0;2;1;2;No;Yes;No;delay in paying off in the past;radio/TV;<100;unemployed;male: married/widowed;male;none;real estate;none;own;skilled employee/official;1
0;Good;846;8,46;7;36;3;4;1;1;0;1;0;3;3;4;4;2;1;0;3;2;2;2;No;Yes;No;delay in paying off in the past;radio/TV;unknown/no savings account;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
1;Bad;14318;143,18;36;57;4;2;1;1;1;1;2;2;0;0;4;2;1;0;3;2;2;3;Yes;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;>=7;male: single;male;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;1
0;Good;362;3,62;6;52;4;4;2;1;0;1;0;4;0;1;2;0;0;0;2;2;1;1;No;Yes;No;critical account/other credits existing (not at this bank);car (new);[100,500);[1,4);female;female;none;car or other;none;own;unskilled, resident;1
0;Good;2212;22,12;20;39;4;4;1;1;1;1;1;2;2;4;3;2;1;0;2;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;furniture/equipment;unknown/no savings account;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;12976;129,76;18;38;3;4;1;1;1;1;2;2;1;0;0;0;0;0;3;2;2;3;Yes;Yes;[0, 200);existing credits paid back duly till now;car (used);<100;unemployed;female;female;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;0
0;Good;1283;12,83;22;25;4;4;1;1;0;1;0;2;0;4;3;0;0;0;1;2;0;2;No;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;[4,7);female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
0;Good;1330;13,3;12;26;4;1;1;1;0;1;3;2;0;0;1;2;1;0;0;2;1;2;No;Yes;>=200;existing credits paid back duly till now;car (new);<100;<1;male: single;male;none;real estate;none;own;skilled employee/official;1
0;Good;4272;42,72;30;26;2;2;2;1;0;1;0;3;8;1;2;2;1;0;1;2;1;1;No;Yes;No;delay in paying off in the past;business;[100,500);[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;unskilled, resident;0
0;Good;2238;22,38;18;25;2;1;2;1;0;1;0;4;3;0;2;0;0;0;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;[1,4);female;female;none;car or other;none;own;skilled employee/official;0
0;Good;1126;11,26;18;21;4;2;1;1;1;1;0;2;3;4;1;0;0;0;0;2;0;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;unknown/no savings account;<1;female;female;none;real estate;none;rent;skilled employee/official;0
0;Good;7374;73,74;18;40;4;4;2;1;1;1;2;4;2;0;0;2;1;0;1;1;1;3;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);furniture/equipment;<100;unemployed;male: single;male;none;building society savings agreement/life insurance;stores;own;management/self-employed/highly qualified employee/officer;1
0;Good;2326;23,26;15;27;2;4;1;1;0;1;2;4;8;2;2;2;1;0;2;0;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);business;[500,1000);[1,4);male: single;male;none;car or other;bank;own;skilled employee/official;1
0;Good;1449;14,49;9;27;3;2;2;1;0;1;0;2;8;0;3;0;0;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;business;<100;[4,7);female;female;none;car or other;none;own;skilled employee/official;1
0;Good;1820;18,2;18;30;2;2;1;1;1;1;0;2;0;0;2;3;1;0;1;2;1;3;Yes;Yes;No;existing credits paid back duly till now;car (new);<100;[1,4);male: married/widowed;male;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;983;9,83;12;19;1;4;1;1;0;1;2;2;2;3;1;0;0;0;0;2;0;1;No;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;>=1000;<1;female;female;none;real estate;none;rent;unskilled, resident;0
0;Good;3249;32,49;36;39;2;4;1;2;1;1;1;2;0;0;3;2;1;0;3;0;2;3;Yes;Yes;<0;existing credits paid back duly till now;car (new);<100;[4,7);male: single;male;none;unknown/no property;bank;for free;management/self-employed/highly qualified employee/officer;0
0;Good;1957;19,57;6;31;1;4;1;1;0;1;1;4;3;0;3;0;0;0;2;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);female;female;none;car or other;none;own;skilled employee/official;0
0;Good;2406;24,06;9;31;2;3;1;1;0;1;0;4;2;0;0;2;1;0;2;2;1;3;No;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;unemployed;male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;11760;117,6;39;32;2;3;1;1;1;1;2;3;6;1;3;2;1;0;3;2;0;2;Yes;Yes;[0, 200);delay in paying off in the past;education;[100,500);[4,7);male: single;male;none;unknown/no property;none;rent;skilled employee/official;0
0;Good;2578;25,78;12;55;3;4;1;1;0;1;1;2;2;0;0;0;0;0;3;2;2;3;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;unemployed;female;female;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;0
0;Good;2348;23,48;36;46;3;2;2;1;1;1;1;4;2;0;2;3;1;0;1;2;1;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);furniture/equipment;<100;[1,4);male: married/widowed;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
1;Bad;1223;12,23;12;46;1;1;2;1;0;1;2;2;0;0;4;1;1;0;0;2;0;2;No;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;>=7;male: divorced/separated;male;none;real estate;none;rent;skilled employee/official;1
0;Good;1516;15,16;24;43;4;1;2;1;0;1;0;4;3;3;2;0;0;0;0;2;1;1;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;>=1000;[1,4);female;female;none;real estate;none;own;unskilled, resident;1
0;Good;1473;14,73;18;39;3;4;1;1;1;1;0;2;3;0;1;3;1;0;0;2;1;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;<100;<1;male: married/widowed;male;none;real estate;none;own;skilled employee/official;1
0;Good;1887;18,87;18;28;4;4;2;1;0;1;2;4;8;4;2;3;1;0;0;0;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);business;unknown/no savings account;[1,4);male: married/widowed;male;none;real estate;bank;own;skilled employee/official;0
1;Bad;8648;86,48;24;27;2;2;2;1;1;1;0;3;8;0;1;2;1;0;2;0;1;2;Yes;Yes;No;delay in paying off in the past;business;<100;<1;male: single;male;none;car or other;bank;own;skilled employee/official;0
0;Good;802;8,02;14;27;4;2;2;1;0;1;0;3;0;0;2;2;1;0;2;2;1;1;No;Yes;No;delay in paying off in the past;car (new);<100;[1,4);male: single;male;none;car or other;none;own;unskilled, resident;0
0;Good;2899;28,99;18;43;4;4;1;2;0;1;2;3;0;4;4;2;1;0;2;2;1;2;No;Yes;[0, 200);delay in paying off in the past;car (new);unknown/no savings account;>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;2039;20,39;24;22;1;1;1;1;1;1;2;2;3;0;1;3;1;0;1;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;<1;male: married/widowed;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;2197;21,97;24;43;4;4;2;2;1;1;0;4;1;4;3;2;1;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);unknown/no savings account;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;1053;10,53;15;27;4;2;1;1;0;0;1;2;3;0;1;3;1;0;0;2;1;2;No;No;<0;existing credits paid back duly till now;radio/TV;<100;<1;male: married/widowed;male;none;real estate;none;own;skilled employee/official;0
0;Good;3235;32,35;24;26;3;2;1;1;1;1;0;2;3;2;4;1;1;0;2;2;1;3;Yes;Yes;No;existing credits paid back duly till now;radio/TV;[500,1000);>=7;male: divorced/separated;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
1;Bad;939;9,39;12;28;4;2;3;1;1;1;3;4;0;2;3;3;1;0;0;2;1;2;Yes;Yes;>=200;critical account/other credits existing (not at this bank);car (new);[500,1000);[4,7);male: married/widowed;male;none;real estate;none;own;skilled employee/official;0
0;Good;1967;19,67;24;20;4;4;1;1;1;1;2;2;3;0;4;0;0;0;2;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;>=7;female;female;none;car or other;none;own;skilled employee/official;1
0;Good;7253;72,53;33;35;3;2;2;1;1;1;0;4;1;0;3;2;1;0;2;2;1;3;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);<100;[4,7);male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
1;Bad;2292;22,92;12;42;4;2;2;1;1;1;0;4;8;0;0;2;1;0;2;1;1;3;Yes;Yes;No;critical account/other credits existing (not at this bank);business;<100;unemployed;male: single;male;none;car or other;stores;own;management/self-employed/highly qualified employee/officer;0
0;Good;1597;15,97;10;40;3;2;1;2;0;0;0;2;0;2;2;2;1;0;3;2;0;1;No;No;No;existing credits paid back duly till now;car (new);[500,1000);[1,4);male: single;male;none;unknown/no property;none;rent;unskilled, resident;1
1;Bad;1381;13,81;24;35;4;2;1;1;0;1;1;2;0;4;2;0;0;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;5842;58,42;36;35;2;2;2;2;1;1;0;4;1;0;4;2;1;0;1;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);<100;>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
1;Bad;2579;25,79;12;33;4;1;1;2;0;1;1;2;0;0;1;2;1;0;0;2;1;1;No;Yes;<0;existing credits paid back duly till now;car (new);<100;<1;male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;8471;84,71;18;23;1;2;2;1;1;1;1;3;6;4;2;0;0;0;2;2;0;2;Yes;Yes;<0;delay in paying off in the past;education;unknown/no savings account;[1,4);female;female;none;car or other;none;rent;skilled employee/official;1
0;Good;2782;27,82;21;31;1;2;1;1;0;1;0;2;0;2;3;0;0;0;2;0;1;3;No;Yes;No;existing credits paid back duly till now;car (new);[500,1000);[4,7);female;female;none;car or other;bank;own;management/self-employed/highly qualified employee/officer;0
1;Bad;1042;10,42;18;33;4;2;1;1;0;1;2;2;0;4;2;0;0;0;1;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;3186;31,86;15;20;2;3;1;1;0;1;0;2;0;3;3;0;0;0;2;2;0;2;No;Yes;No;existing credits paid back duly till now;car (new);>=1000;[4,7);female;female;none;car or other;none;rent;skilled employee/official;0
0;Good;2028;20,28;12;30;4;2;1;1;0;1;2;2;1;4;2;2;1;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;car (used);unknown/no savings account;[1,4);male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;958;9,58;12;47;2;3;2;2;0;1;2;4;0;0;3;2;1;0;0;2;1;1;No;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);<100;[4,7);male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;1591;15,91;21;34;4;3;2;1;0;1;0;3;2;1;3;2;1;0;0;2;1;3;No;Yes;No;delay in paying off in the past;furniture/equipment;[100,500);[4,7);male: single;male;none;real estate;none;own;management/self-employed/highly qualified employee/officer;1
1;Bad;2762;27,62;12;25;1;2;1;1;1;1;2;2;2;4;4;0;0;0;1;0;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;unknown/no savings account;>=7;female;female;none;building society savings agreement/life insurance;bank;own;skilled employee/official;0
0;Good;2779;27,79;18;21;1;3;1;1;1;1;2;2;1;0;2;3;1;0;2;2;0;2;Yes;Yes;[0, 200);existing credits paid back duly till now;car (used);<100;[1,4);male: married/widowed;male;none;car or other;none;rent;skilled employee/official;0
0;Good;2743;27,43;28;29;4;2;2;1;0;1;0;4;3;0;4;2;1;0;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;1149;11,49;18;46;4;3;2;1;0;1;0;4;3;3;2;2;1;0;0;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;>=1000;[1,4);male: single;male;none;real estate;none;own;skilled employee/official;1
0;Good;1313;13,13;9;20;1;4;1;1;0;1;0;2;2;0;4;2;1;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
1;Bad;1190;11,9;18;55;2;4;3;2;0;1;1;4;5;0;0;0;0;0;3;2;2;0;No;Yes;<0;critical account/other credits existing (not at this bank);repairs;<100;unemployed;female;female;none;unknown/no property;none;for free;unemployed/unskilled, non-resident;1
0;Good;3448;34,48;5;74;1;4;1;1;0;1;0;2;8;0;3;2;1;0;0;2;1;1;No;Yes;No;existing credits paid back duly till now;business;<100;[4,7);male: single;male;none;real estate;none;own;unskilled, resident;1
1;Bad;11328;113,28;24;29;2;3;2;1;1;1;2;2;9;0;2;2;1;1;2;0;1;3;Yes;Yes;[0, 200);existing credits paid back duly till now;others;<100;[1,4);male: single;male;co-applicant;car or other;bank;own;management/self-employed/highly qualified employee/officer;0
0;Good;1872;18,72;6;36;4;4;3;1;1;1;1;4;2;0;0;2;1;0;3;2;2;3;Yes;Yes;<0;critical account/other credits existing (not at this bank);furniture/equipment;<100;unemployed;male: single;male;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;1
0;Good;2058;20,58;24;33;4;2;2;1;1;1;0;4;5;0;2;1;1;0;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);repairs;<100;[1,4);male: divorced/separated;male;none;real estate;none;own;skilled employee/official;0
0;Good;2136;21,36;9;25;3;2;1;1;0;1;1;2;2;0;2;2;1;0;0;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;none;real estate;none;own;skilled employee/official;1
1;Bad;1484;14,84;12;25;2;1;1;1;1;1;2;2;3;4;2;3;1;0;0;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;radio/TV;unknown/no savings account;[1,4);male: married/widowed;male;none;real estate;none;own;skilled employee/official;0
